"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
26,640461,"Pinder, Chad",26,100,0.5,0.25,0.5,0.75,0.606,0.604,0.555,2,4,91.4,24.3,1660,65.8,64.54,0,8,18,-1.2999999999999972,5.49,115,149,123,149,300,325,298
26,644374,"Chang, Yu",26,100,0.6,0.4,0.5,1,0.624,0.508,0.425,6,10,93.4,18.3,1083,44.9,42.76,0,15,11,-2.1000000000000014,4.34,119,161,131,156,305,333,301
26,676946,"Batten, Matthew",26,100,0.25,0.375,0.167,0.625,0.369,0.31,0.248,2,8,91.7,32.4,1394,51.8,50.2,3,14,12,-1.5999999999999943,4.58,125,167,138,152,302,318,310
26,642851,"Wynns, Austin",26,100,0.333,0.444,0.25,0.778,0.491,0.311,0.233,3,9,89,28.3,1298,52.3,50.48,1,11,15,-1.7999999999999972,4.59,118,153,129,148,288,324,292
26,571616,"Dermody, Matt",26,100,0.4,0.4,0.5,0.8,0.535,0.624,0.522,2,5,97.2,15.3,2124,86.3,86.27,3,12,14,0,6.19,108,140,108,147,302,316,297
26,621011,"Schrock, Max",26,100,0.7,0.8,0.625,1.5,0.932,0.653,0.523,7,10,97.1,18.4,1508,57.1,55.09,1,17,9,-2,4.23,114,153,124,148,308,335,318
26,664670,"Lopez, Alejo",26,100,0.2,0.6,0,0.8,0.414,0.36,0.247,2,10,89,37.6,1565,66.5,64.66,2,16,10,-1.7999999999999972,4.67,120,153,137,147,294,329,298
25,592743,"Simmons, Andrelton",25,100,0.833,0.167,0.625,1,0.61,0.389,0.413,5,6,87,23.6,1251,49.1,47.58,1,10,15,-1.5,4.89,114,144,114,144,297,311,287
25,673258,"Baez, Michel",25,100,0.143,0,0.2,0.143,0.126,0.169,0.156,1,7,87.9,12.6,2128,90.7,90,2,12,13,-0.7000000000000028,5.95,116,157,125,151,297,322,298
25,572383,"Moran, Brian",25,100,0.75,1,0.667,1.75,1.054,0.581,0.513,3,4,83,17,2065,76.7,77.74,5,17,8,1,7.05,113,163,127,147,312,331,293
25,665155,"Maton, Nick",25,100,0.5,0.125,0.5,0.625,0.489,0.434,0.328,4,8,94,12.7,1917,76.5,74.29,0,12,13,-2.200000000000003,4.66,118,151,133,148,299,328,304
24,669214,"Menez, Conner",24,100,0.25,0,0.333,0.25,0.321,0.458,0.408,1,4,86.8,17,2271,84.7,85,0,9,15,0.29999999999999716,6.58,94,156,108,150,302,319,297
24,444876,"Escobar, Alcides",24,100,0.375,0.125,0.375,0.5,0.444,0.391,0.292,3,8,91.4,10.3,1283,52,50.56,0,9,15,-1.3999999999999986,5.05,124,160,137,150,304,325,292
23,641531,"Dozier, Hunter",23,100,0.4,0.6,0.25,1,0.607,0.485,0.293,2,5,83.6,-3.2,1663,70.7,70.24,0,8,15,-0.5,5.51,118,151,129,146,307,341,316
23,676617,"O'Brien, Riley",23,100,0.25,0,0.333,0.25,0.315,0.234,0.128,1,4,98.5,-23,2247,84.9,85.4,2,11,12,0.5,6.74,119,149,136,149,299,317,289
23,553902,"Astudillo, Willians",23,100,0,0,0,0,0.197,0.505,0.444,0,5,89.5,15.2,995,50.5,48.54,0,6,17,-2,4.75,111,149,127,148,304,319,304
22,663893,"Little, Brendon",22,100,0.5,0.75,0.333,1.25,0.727,0.446,0.217,2,4,88.7,-3.5,2049,91.8,90.48,0,7,15,-1.2999999999999972,5.7,115,153,121,150,302,317,293
22,675627,"Grove, Michael",472,4.7,0.5,0,0.5,0.5,0.442,0.204,0.216,3,6,76.9,9.8,2246,91.1,91.45,1,12,10,0.4000000000000057,6.59,103,158,108,149,295,314,292
21,608703,"Reynolds, Matt",21,100,0.5,0.167,0.429,0.667,0.497,0.402,0.307,3,6,83.4,22.9,1911,67.8,65.06,1,12,9,-2.700000000000003,4.69,113,159,136,149,306,330,295
21,622268,"Walton, Donovan",21,100,0.5,0.5,0.4,1,0.647,0.548,0.429,3,6,88.6,10,1141,46.5,43.55,0,7,14,-3,3.71,114,151,128,146,322,326,283
21,641312,"Anderson, Shaun",21,100,0.667,0,0.571,0.667,0.505,0.391,0.424,4,6,91.2,24,2565,86.2,86.25,1,10,11,0.09999999999999432,6.61,104,149,124,149,299,323,292
21,665871,"Assad, Javier",690,3,0.4,0,0.667,0.4,0.354,0.192,0.203,2,5,82.2,-4,2056,90,90.81,4,8,13,0.7999999999999972,6.69,109,152,118,156,309,332,295
19,656427,"Flaherty, Jack",662,2.9,0.333,0,0.5,0.333,0.295,0.308,0.321,1,3,92.9,-4.5,2337,89.8,90.96,1,12,7,1.2000000000000028,6.86,110,157,113,150,296,313,288
18,657745,"Rossman, Bubby",18,100,0.25,0.75,0,1,0.552,0.344,0.134,1,4,93.1,40.7,2089,94.7,94.68,5,8,10,0,6.46,108,150,124,146,311,336,289
18,676083,"Junk, Janson",159,11.3,0.25,0,0.333,0.25,0.221,0.148,0.158,1,4,78.9,-22,2334,84.9,84.7,1,10,8,-0.20000000000000284,6.28,106,150,121,147,307,323,294
18,666720,"Rodríguez, Yerry",18,100,0.25,0,0.333,0.25,0.221,0.237,0.253,1,4,95.4,1,2506,91.2,91.4,1,11,7,0.20000000000000284,6.56,117,157,117,150,309,320,293
18,572816,"Dickerson, Corey",18,100,0.4,0.2,0.4,0.6,0.472,0.426,0.395,2,5,85.8,24.6,1553,64.3,62.99,0,8,10,-1.2999999999999972,5.08,121,162,124,149,314,316,297
18,608700,"Plawecki, Kevin",18,100,0.25,0,0.25,0.25,0.221,0.472,0.359,1,4,89.4,27,1869,70.6,69.19,0,10,8,-1.3999999999999915,5.41,115,158,128,149,314,336,288
17,571466,"Barnhart, Tucker",17,100,0.6,0.2,0.6,0.8,0.606,0.003,0.003,3,5,77.7,72,1492,57.2,23.94,1,8,9,-33.300000000000004,3.74,,,,,,,
17,506702,"León, Sandy",17,100,0,0,0,0,0,0.067,0.064,0,6,80.8,29,1895,76.5,73.65,1,7,10,-2.9000000000000057,4.02,122,173,141,153,295,317,297
16,670032,"Lopez, Nicky",16,100,0.5,1,0.25,1.5,0.838,0.621,0.432,3,6,96.5,24.8,2095,65.9,63.49,0,6,10,-2.4000000000000057,4.28,121,161,131,150,324,342,308
16,663534,"Walters, Nash",16,100,0.5,0,0.5,0.5,0.524,0.292,0.101,1,2,90,-25,2491,90.5,91.56,0,8,8,1.0999999999999943,6.8,100,156,105,151,294,318,289
16,682027,"Alldred, Cam",16,100,0.25,0,0.333,0.25,0.221,0.129,0.139,1,4,86.2,15.3,2174,83.2,83.32,1,8,8,0.09999999999999432,6.28,112,163,121,153,312,315,290
16,663975,"Duron, Nick",16,100,0.5,0,0.667,0.5,0.442,0.215,0.226,2,4,89.2,-4.3,2276,94.9,94.04,1,6,10,-0.9000000000000057,6.04,95,145,119,139,313,335,283
16,491624,"Valdez, César",16,100,0.4,0,0.4,0.4,0.354,0.344,0.374,2,5,86.6,-4.6,1803,79.3,77.47,1,11,5,-1.7999999999999972,5.32,111,141,118,144,300,326,290
16,620454,"Castillo, José",16,100,0.333,0,0.333,0.333,0.315,0.494,0.311,1,3,100.1,10,2300,88.8,88.71,3,10,6,-0.09999999999999432,6.41,96,154,117,153,291,322,308
15,645801,"Ford, Mike",15,100,0.25,0.75,0,1,0.552,0.357,0.222,1,4,82,40,1334,67,65.26,0,7,8,-1.7000000000000028,4.87,122,152,127,154,295,329,305
15,570560,"Sánchez, Yolmer",15,100,0.5,0.167,0.5,0.667,0.505,0.394,0.299,3,6,89.2,23.2,1412,62.4,60.41,0,10,5,-2,4.54,122,155,138,149,278,323,292
14,605170,"Caratini, Victor",14,100,0.4,0.4,0.4,0.8,0.562,0.325,0.168,2,5,90.7,14.8,1611,64,61.94,0,6,8,-2.1000000000000014,4.69,113,154,118,146,302,320,306
14,573131,"Ruf, Darin",14,100,0.143,0,0.143,0.143,0.126,0.333,0.259,1,7,91.7,25.1,1516,60.2,59.33,0,8,6,-0.9000000000000057,5.46,116,160,125,150,318,335,309
14,663460,"Bubic, Kris",2262,0.6,0.25,0.75,0,1,0.518,0.495,0.296,1,4,102.8,10,2081,89.2,89.37,3,8,6,0.20000000000000284,6.64,110,156,121,147,309,330,291
13,608686,"Mayfield, Jack",13,100,0.25,0,0.25,0.25,0.221,0.331,0.326,1,4,75.2,15.7,713,60.7,58.56,0,4,9,-2.1000000000000014,4.75,121,151,147,165,284,322,293
13,593160,"Merrifield, Whit",13,100,0.4,0.6,0.25,1,0.613,0.595,0.404,2,5,92.8,23.2,1614,60.2,56.78,2,8,5,-3.4000000000000057,3.58,119,167,139,153,290,326,307
12,501303,"Adrianza, Ehire",12,100,0,0,0,0,0.172,0.179,0.007,0,3,88.7,42.5,1496,60.7,59.2,1,3,9,-1.5,4.71,116,153,123,146,307,323,315
12,543351,"Jackson, Jay",12,100,0.2,0,0.25,0.2,0.177,0.163,0.153,1,5,83.4,14.3,2209,87.5,87.5,2,6,6,0,6.26,119,154,123,147,304,317,301
12,489119,"Miley, Wade",566,2.1,0,0,0,0,0,0.404,0.257,0,7,89.5,19.3,2181,83.9,83.97,0,8,4,0.09999999999999432,6.3,106,152,111,148,299,312,285
11,668800,"Knizner, Andrew",11,100,0.333,0,0.333,0.333,0.295,0.399,0.369,1,3,90.3,2.7,1824,68.4,66.67,0,7,4,-1.7000000000000028,4.85,119,152,128,152,297,325,311
10,572008,"Owings, Chris",10,100,0.4,0.4,0.4,0.8,0.505,0.482,0.44,2,5,94.1,18.2,1362,56.4,55.76,0,6,4,-0.6000000000000014,5.76,116,170,125,152,319,328,292
10,614177,"Reyes, Franmil",10,100,0,0,0,0,0.24,0.274,0.054,0,2,87.3,-21,2053,83,82.33,1,3,7,-0.7000000000000028,5.9,112,152,125,150,307,321,291
10,606115,"Arcia, Orlando",10,100,0,0,0,0,0.172,0.27,0.123,0,3,85.2,38.7,1461,56.3,54.97,1,6,4,-1.2999999999999972,4.72,122,156,124,150,297,322,289
10,676206,"Tarnok, Freddy",10,100,0.333,0.333,0.5,0.667,0.42,0.308,0.257,1,3,94.7,10,2086,90.4,90.25,4,6,4,-0.10000000000000853,6.13,122,153,119,154,296,318,312
10,545341,"Grichuk, Randal",10,100,0,0,0,0,0,0.227,0.243,0,3,82.6,23.3,1357,66.2,65.22,1,5,5,-1,5.16,111,154,131,143,319,346,318
9,622569,"Reyes, Pablo",9,100,0,0,0,0,0,0.142,0.144,0,3,78.9,21.3,1256,43.9,41.53,0,3,6,-2.3999999999999986,3.66,118,161,128,152,304,327,306
9,670102,"Francis, Bowden",9,100,0.333,0.333,0.5,0.667,0.42,0.126,0.138,1,3,73.3,-14,2410,84.2,84.83,2,7,2,0.5999999999999943,6.91,105,149,120,149,289,324,296
8,661531,"Serven, Brian",8,100,0,0,0,0,0.23,0.365,0.203,0,2,79.6,15.5,1762,73.2,71.99,0,3,5,-1.2000000000000028,4.81,127,148,149,151,314,347,314
8,650339,"Palacios, Jermaine",8,100,0.333,0,0.5,0.333,0.295,0.294,0.242,1,3,96.1,16,1761,74.9,73.1,2,6,2,-1.8000000000000114,4.9,124,153,136,152,289,326,298
8,607054,"Peterson, Jace",8,100,0,0,0,0,0,0.218,0.236,0,3,81.4,22,1162,57.7,56.15,0,3,5,-1.6000000000000014,4.86,119,154,136,162,316,339,315
7,624512,"McGuire, Reese",7,100,0,0,0,0,0,0.241,0.174,0,3,89.4,17.3,1504,62,60.11,0,5,2,-1.8999999999999986,4.47,122,163,133,150,286,325,306
6,450203,"Morton, Charlie",2903,0.2,,,,,,,,,,,,2395,91.7,91.9,1,2,4,0.20000000000000284,6.27,91,154,108,154,272,323,297
6,545121,"Vargas, Ildemaro",6,100,0,0,0,0,0,0.207,0.203,0,3,83.6,-1.3,1154,47.4,45.97,0,6,0,-1.3999999999999986,5.82,127,181,147,154,307,315,320
6,669742,"Hall, Darick",6,100,0.5,0,0.5,0.5,0.442,0.453,0.462,1,2,80.7,41.5,1739,84.3,83.67,0,2,4,-0.5999999999999943,5.78,112,153,120,152,285,324,289
6,668676,"Plesac, Zach",2153,0.3,0,0,0,0,0,0.107,0.114,0,3,87,17.7,2191,87.3,87.3,0,3,3,0,6.2,116,160,118,151,292,302,276
5,594838,"Gosselin, Phil",5,100,0,0,0,0,0,0.256,0.249,0,3,90.3,7.3,1327,49.1,46.82,0,3,2,-2.3000000000000043,4.28,119,159,116,150,294,329,294
5,656629,"Kopech, Michael",2011,0.2,,,,,,,,,,,,2485,89.7,90.54,0,0,5,0.7999999999999972,6.72,113,152,120,146,297,337,314
5,641816,"Mahle, Tyler",2101,0.2,,,,,,,,,,,,2280,86.1,86.68,0,3,2,0.6000000000000085,6.68,104,153,116,151,298,313,275
4,666214,"Wentz, Joey",555,0.7,,,,,,,,,,,,2153,88.3,88.38,2,2,2,0.10000000000000853,6.47,123,150,106,158,296,329,311
4,503556,"Gonzalez, Marwin",4,100,0,0,0,0,0,0.252,0.272,0,1,102.9,-13,1569,67.2,65.22,0,1,3,-2,4.9,109,154,126,147,300,335,306
4,543243,"Gray, Sonny",1872,0.2,,,,,,,,,,,,2511,85.1,85.55,0,0,4,0.5,6.55,89,146,116,144,293,332,296
4,607536,"Freeland, Kyle",2839,0.1,,,,,,,,,,,,2073,87.7,88.7,0,1,3,1,6.75,87,153,126,148,308,317,289
3,663556,"McClanahan, Shane",2463,0.1,,,,,,,,,,,,2102,90.1,91.1,0,0,3,1,6.97,88,150,117,147,308,331,294
3,592351,"Gray, Jon",2062,0.1,,,,,,,,,,,,2096,86.6,87,1,1,2,0.4000000000000057,6.73,121,144,120,149,289,316,296
2,571578,"Corbin, Patrick",2623,0.1,,,,,,,,,,,,2000,78,78.9,0,0,2,0.9000000000000057,6.85,88,185,148,137,316,331,309
2,453286,"Scherzer, Max",2167,0.1,,,,,,,,,,,,2479,85.4,85.05,0,0,2,-0.20000000000000284,6.3,122,148,125,151,298,330,288
2,672715,"Patiño, Luis",388,0.5,,,,,,,,,,,,2291,88,87.65,0,0,2,-0.29999999999999716,6.35,114,156,117,148,313,335,306
2,471911,"Carrasco, Carlos",2412,0.1,,,,,,,,,,,,2167,90,89.95,0,1,1,-0.09999999999999432,6.3,86,153,125,143,300,333,297
2,657756,"Seabold, Connor",370,0.5,,,,,,,,,,,,2146,82.7,81.95,0,0,2,-0.7000000000000028,5.9,121,151,128,155,307,324,300
1,669330,"Wells, Tyler",1649,0.1,,,,,,,,,,,,2495,87.3,87.8,0,0,1,0.5,6.5,112,145,127,151,321,325,284
1,650644,"Civale, Aaron",1588,0.1,,,,,,,,,,,,2461,86,85.5,1,1,0,-0.5,5.8,88,144,113,141,306,316,287
1,615698,"Quantrill, Cal",2920,0,,,,,,,,,,,,2211,87.6,88.3,0,1,0,0.7000000000000028,6.2,85,136,87,142,276,300,292
1,669169,"Heasley, Jonathan",1796,0.1,,,,,,,,,,,,2310,91,90.4,0,0,1,-0.5999999999999943,6.4,126,157,126,150,315,325,300
